"","beer1","beer2","V1"
"386","Stone IPA (India Pale Ale)","Punkin Ale",0.133305904072403
"387","Stone IPA (India Pale Ale)","Double Bastard Ale",0.259250929374288
"388","Stone IPA (India Pale Ale)","Samuel Adams Winter Lager",0.0843606677371394
"389","Stone IPA (India Pale Ale)","Hop Wallop",0.226536784203325
"390","Stone IPA (India Pale Ale)","Oatmeal Stout",0.0643955414605015
"391","Stone IPA (India Pale Ale)","Anchor Steam Beer",0.169646848873561
"392","Stone IPA (India Pale Ale)","120 Minute IPA",0.12116008157133
"393","Sierra Nevada Pale Ale","90 Minute IPA",0.104681567941497
"394","Sierra Nevada Pale Ale","India Pale Ale",0.056439430535501
"395","Sierra Nevada Pale Ale","Old Rasputin Russian Imperial Stout",0.172971501576871
"396","Sierra Nevada Pale Ale","Sierra Nevada Celebration Ale",0.305003887306027
"397","Sierra Nevada Pale Ale","Stone Ruination IPA",0.188549414162161
"398","Sierra Nevada Pale Ale","Arrogant Bastard Ale",0.220788624783839
"399","Sierra Nevada Pale Ale","Two Hearted Ale",0.151598026285057
"400","Sierra Nevada Pale Ale","Stone IPA (India Pale Ale)",0.206700998571325
"401","Sierra Nevada Pale Ale","La Fin Du Monde",0.113720191639565
"402","Sierra Nevada Pale Ale","Pale Ale",0.0689837946794972
"403","Sierra Nevada Pale Ale","Duvel",0.182309998222207
"404","Sierra Nevada Pale Ale","Founders Breakfast Stout",0.0743000141871543
"405","Sierra Nevada Pale Ale","Sierra Nevada Bigfoot Barleywine Style Ale",0.26449782112405
"406","Sierra Nevada Pale Ale","Pliny The Elder",0.213925593445286
"407","Sierra Nevada Pale Ale","60 Minute IPA",0.251581002788112
"408","Sierra Nevada Pale Ale","Brooklyn Black Chocolate Stout",0.12283249924729
"409","Sierra Nevada Pale Ale","Storm King Stout",0.183496671495004
"410","Sierra Nevada Pale Ale","Samuel Adams Boston Lager",0.273004151759582
"411","Sierra Nevada Pale Ale","Bell's Hopslam Ale",0.0103488979915518
"412","Sierra Nevada Pale Ale","Stone Imperial Russian Stout",0.138486591754085
"413","Sierra Nevada Pale Ale","Chocolate Stout",0.177742835658087
"414","Sierra Nevada Pale Ale","Imperial Stout",0.136887828178905
"415","Sierra Nevada Pale Ale","HopDevil Ale",0.186170148719131
"416","Sierra Nevada Pale Ale","Dead Guy Ale",0.210329658917093
"417","Sierra Nevada Pale Ale","St. Bernardus Abt 12",0.0925365516723719
"418","Sierra Nevada Pale Ale","Trappistes Rochefort 10",0.117883424388305
"419","Sierra Nevada Pale Ale","Young's Double Chocolate Stout",0.0798179773236343
"420","Sierra Nevada Pale Ale","Ayinger Celebrator Doppelbock",0.131906542020066
"421","Sierra Nevada Pale Ale","Samuel Smith's Oatmeal Stout",0.174483220935528
"422","Sierra Nevada Pale Ale","Chimay Grande Réserve (Blue)",0.131072179189353
"423","Sierra Nevada Pale Ale","Sierra Nevada Torpedo Extra IPA",0.236101604420811
"424","Sierra Nevada Pale Ale","Guinness Draught",0.0886985693322892
"425","Sierra Nevada Pale Ale","Weihenstephaner Hefeweissbier",0.21076456121312
"426","Sierra Nevada Pale Ale","Racer 5 India Pale Ale",0.223775872720858
"427","Sierra Nevada Pale Ale","Orval Trappist Ale",0.194770643769948
"428","Sierra Nevada Pale Ale","Tröegs Nugget Nectar",0.17399935435824
"429","Sierra Nevada Pale Ale","Hop Rod Rye",0.205171438613656
"430","Sierra Nevada Pale Ale","Founders KBS (Kentucky Breakfast Stout)",0.0655383524961218
"431","Sierra Nevada Pale Ale","Schneider Aventinus",0.0813551690076395
"432","Sierra Nevada Pale Ale","Samuel Adams Octoberfest",0.138531171468208
"433","Sierra Nevada Pale Ale","Hennepin (Farmhouse Saison)",0.168439217292234
"434","Sierra Nevada Pale Ale","Prima Pils",0.193844112229639
"435","Sierra Nevada Pale Ale","Punkin Ale",0.134222217067678
"436","Sierra Nevada Pale Ale","Double Bastard Ale",0.0746740806013215
"437","Sierra Nevada Pale Ale","Samuel Adams Winter Lager",0.21299794487021
"438","Sierra Nevada Pale Ale","Hop Wallop",0.0959092773439035
"439","Sierra Nevada Pale Ale","Oatmeal Stout",0.162677266333385
"440","Sierra Nevada Pale Ale","Anchor Steam Beer",0.31804829265637
"441","Sierra Nevada Pale Ale","120 Minute IPA",0.0197501632527243
"442","La Fin Du Monde","90 Minute IPA",0.14837310432479
"443","La Fin Du Monde","India Pale Ale",0.0458139206478497
"444","La Fin Du Monde","Old Rasputin Russian Imperial Stout",0.181755546949865
"445","La Fin Du Monde","Sierra Nevada Celebration Ale",0.191124983151933
"446","La Fin Du Monde","Stone Ruination IPA",0.178784501546906
"447","La Fin Du Monde","Arrogant Bastard Ale",0.177145105733392
"448","La Fin Du Monde","Two Hearted Ale",0.165100622079013
"449","La Fin Du Monde","Stone IPA (India Pale Ale)",0.223288558780985
"450","La Fin Du Monde","Sierra Nevada Pale Ale",0.113720191639565
"451","La Fin Du Monde","Pale Ale",0.0760534120764463
"452","La Fin Du Monde","Duvel",0.314782760425821
"453","La Fin Du Monde","Founders Breakfast Stout",0.18038837689482
"454","La Fin Du Monde","Sierra Nevada Bigfoot Barleywine Style Ale",0.174597239127113
"455","La Fin Du Monde","Pliny The Elder",0.214172292445113
"456","La Fin Du Monde","60 Minute IPA",0.110276181671288
"457","La Fin Du Monde","Brooklyn Black Chocolate Stout",0.151292312040104
"458","La Fin Du Monde","Storm King Stout",0.146326406972543
"459","La Fin Du Monde","Samuel Adams Boston Lager",0.163591034527562
"460","La Fin Du Monde","Bell's Hopslam Ale",0.140785591807644
"461","La Fin Du Monde","Stone Imperial Russian Stout",0.148092193795623
"462","La Fin Du Monde","Chocolate Stout",0.176713680585756
"463","La Fin Du Monde","Imperial Stout",0.136961551614719
"464","La Fin Du Monde","HopDevil Ale",0.1440751653348
"465","La Fin Du Monde","Dead Guy Ale",0.190196346462151
"466","La Fin Du Monde","St. Bernardus Abt 12",0.226364366705431
"467","La Fin Du Monde","Trappistes Rochefort 10",0.171743487828995
"468","La Fin Du Monde","Young's Double Chocolate Stout",0.127221156286395
"469","La Fin Du Monde","Ayinger Celebrator Doppelbock",0.286368002257862
"470","La Fin Du Monde","Samuel Smith's Oatmeal Stout",0.128386978895468
"471","La Fin Du Monde","Chimay Grande Réserve (Blue)",0.241173742512948
"472","La Fin Du Monde","Sierra Nevada Torpedo Extra IPA",0.0672816654214118
"473","La Fin Du Monde","Guinness Draught",0.00395386904489311
"474","La Fin Du Monde","Weihenstephaner Hefeweissbier",0.299447253961787
"475","La Fin Du Monde","Racer 5 India Pale Ale",0.108698810318633
"476","La Fin Du Monde","Orval Trappist Ale",0.13229399090057
"477","La Fin Du Monde","Tröegs Nugget Nectar",0.094972081432046
"478","La Fin Du Monde","Hop Rod Rye",0.210979612052276
"479","La Fin Du Monde","Founders KBS (Kentucky Breakfast Stout)",0.164843125247247
"480","La Fin Du Monde","Schneider Aventinus",0.225255079218184
"481","La Fin Du Monde","Samuel Adams Octoberfest",0.142219401755995
"482","La Fin Du Monde","Hennepin (Farmhouse Saison)",0.322663906844084
"483","La Fin Du Monde","Prima Pils",0.205898343821925
"484","La Fin Du Monde","Punkin Ale",0.183036689348031
"485","La Fin Du Monde","Double Bastard Ale",0.19968450601343
"486","La Fin Du Monde","Samuel Adams Winter Lager",0.0983537907792978
"487","La Fin Du Monde","Hop Wallop",0.1673651394934
"488","La Fin Du Monde","Oatmeal Stout",0.100581427319265
"489","La Fin Du Monde","Anchor Steam Beer",0.197519487916856
"490","La Fin Du Monde","120 Minute IPA",0.120709386204037
"491","Pale Ale","90 Minute IPA",0.0617865545850394
"492","Pale Ale","India Pale Ale",0.102095902982197
"493","Pale Ale","Old Rasputin Russian Imperial Stout",0.0899346634108736
"494","Pale Ale","Sierra Nevada Celebration Ale",0.0977641444669443
"495","Pale Ale","Stone Ruination IPA",-0.00301276541160898
"496","Pale Ale","Arrogant Bastard Ale",0.0567415058449803
"497","Pale Ale","Two Hearted Ale",0.13719795091336
"498","Pale Ale","Stone IPA (India Pale Ale)",0.0782877767009578
"499","Pale Ale","Sierra Nevada Pale Ale",0.0689837946794972
"500","Pale Ale","La Fin Du Monde",0.0760534120764463
"501","Pale Ale","Duvel",0.0333171998144366
"502","Pale Ale","Founders Breakfast Stout",0.0752231814198282
"503","Pale Ale","Sierra Nevada Bigfoot Barleywine Style Ale",0.111380367941445
"504","Pale Ale","Pliny The Elder",0.131259864499832
"505","Pale Ale","60 Minute IPA",0.091538438460225
"506","Pale Ale","Brooklyn Black Chocolate Stout",0.0633205934451562
"507","Pale Ale","Storm King Stout",0.046126939639749
"508","Pale Ale","Samuel Adams Boston Lager",0.0932928303162644
"509","Pale Ale","Bell's Hopslam Ale",0.0698879333983954
"510","Pale Ale","Stone Imperial Russian Stout",0.0130554232411548
"511","Pale Ale","Chocolate Stout",0.0405167711555879
"512","Pale Ale","Imperial Stout",0.0466962395681682
"513","Pale Ale","HopDevil Ale",0.073159574836612
"514","Pale Ale","Dead Guy Ale",0.185269131989846
"515","Pale Ale","St. Bernardus Abt 12",0.113897418424211
"516","Pale Ale","Trappistes Rochefort 10",0.0727775811737018
"517","Pale Ale","Young's Double Chocolate Stout",0.106881811251557
"518","Pale Ale","Ayinger Celebrator Doppelbock",0.0646966241240495
"519","Pale Ale","Samuel Smith's Oatmeal Stout",0.0614156079098157
"520","Pale Ale","Chimay Grande Réserve (Blue)",0.0423201369211562
"521","Pale Ale","Sierra Nevada Torpedo Extra IPA",0.218800733084472
"522","Pale Ale","Guinness Draught",0.0538664829130272
"523","Pale Ale","Weihenstephaner Hefeweissbier",0.11266583555569
"524","Pale Ale","Racer 5 India Pale Ale",0.0121946650108073
"525","Pale Ale","Orval Trappist Ale",0.124719558764282
"526","Pale Ale","Tröegs Nugget Nectar",0.0814158174035445
"527","Pale Ale","Hop Rod Rye",0.0674461256592793
"528","Pale Ale","Founders KBS (Kentucky Breakfast Stout)",0.00373540976005604
"529","Pale Ale","Schneider Aventinus",-0.0135447535402441
"530","Pale Ale","Samuel Adams Octoberfest",0.134366562940574
"531","Pale Ale","Hennepin (Farmhouse Saison)",0.0931942974120415
"532","Pale Ale","Prima Pils",0.0892226057184429
"533","Pale Ale","Punkin Ale",0.124319008259014
"534","Pale Ale","Double Bastard Ale",0.0868220187758687
"535","Pale Ale","Samuel Adams Winter Lager",0.124870964737654
"536","Pale Ale","Hop Wallop",0.116988006032859
"537","Pale Ale","Oatmeal Stout",0.160448957666653
"538","Pale Ale","Anchor Steam Beer",0.110090742245573
"539","Pale Ale","120 Minute IPA",-0.0112557228811467
"540","Duvel","90 Minute IPA",0.123332309990912
"541","Duvel","India Pale Ale",0.0611916557583524
"542","Duvel","Old Rasputin Russian Imperial Stout",0.177491505196309
"543","Duvel","Sierra Nevada Celebration Ale",0.218481654451758
"544","Duvel","Stone Ruination IPA",0.108983659556939
"545","Duvel","Arrogant Bastard Ale",0.176357018836004
"546","Duvel","Two Hearted Ale",0.150890042593852
"547","Duvel","Stone IPA (India Pale Ale)",0.138999832245443
"548","Duvel","Sierra Nevada Pale Ale",0.182309998222207
"549","Duvel","La Fin Du Monde",0.314782760425821
"550","Duvel","Pale Ale",0.0333171998144366
"551","Duvel","Founders Breakfast Stout",0.110813737689278
"552","Duvel","Sierra Nevada Bigfoot Barleywine Style Ale",0.188073138944406
"553","Duvel","Pliny The Elder",0.169739994230614
"554","Duvel","60 Minute IPA",0.101643547869252
"555","Duvel","Brooklyn Black Chocolate Stout",0.143185963896891
"556","Duvel","Storm King Stout",0.122910102846435
"557","Duvel","Samuel Adams Boston Lager",0.172164813175563
"558","Duvel","Bell's Hopslam Ale",0.155367343007331
"559","Duvel","Stone Imperial Russian Stout",0.157010916334622
"560","Duvel","Chocolate Stout",0.162265182869012
"561","Duvel","Imperial Stout",0.112512890308729
"562","Duvel","HopDevil Ale",0.159818654542862
"563","Duvel","Dead Guy Ale",0.191493518794611
"564","Duvel","St. Bernardus Abt 12",0.217409526964432
"565","Duvel","Trappistes Rochefort 10",0.206827933085591
"566","Duvel","Young's Double Chocolate Stout",0.133411704824225
"567","Duvel","Ayinger Celebrator Doppelbock",0.264517798373069
"568","Duvel","Samuel Smith's Oatmeal Stout",0.229292156434083
"569","Duvel","Chimay Grande Réserve (Blue)",0.196063829256685
"570","Duvel","Sierra Nevada Torpedo Extra IPA",0.152327163834162
"571","Duvel","Guinness Draught",0.0574659468697719
"572","Duvel","Weihenstephaner Hefeweissbier",0.218401528790165
"573","Duvel","Racer 5 India Pale Ale",0.162579785089034
"574","Duvel","Orval Trappist Ale",0.225394083412866
"575","Duvel","Tröegs Nugget Nectar",0.0939656778401165
"576","Duvel","Hop Rod Rye",0.165666940786847
"577","Duvel","Founders KBS (Kentucky Breakfast Stout)",0.119957121616405
"578","Duvel","Schneider Aventinus",0.27156018958896
"579","Duvel","Samuel Adams Octoberfest",0.0801362861466415
"580","Duvel","Hennepin (Farmhouse Saison)",0.273082661492609
"581","Duvel","Prima Pils",0.250019273362566
"582","Duvel","Punkin Ale",0.230900236544758
"583","Duvel","Double Bastard Ale",0.0954863079174684
"584","Duvel","Samuel Adams Winter Lager",0.152138825927338
"585","Duvel","Hop Wallop",0.184050143566088
"586","Duvel","Oatmeal Stout",0.135493439084144
"587","Duvel","Anchor Steam Beer",0.258310722708742
"588","Duvel","120 Minute IPA",0.117893355811898
"589","Founders Breakfast Stout","90 Minute IPA",0.161010341154422
"590","Founders Breakfast Stout","India Pale Ale",0.113208492478518
"591","Founders Breakfast Stout","Old Rasputin Russian Imperial Stout",0.229473602901716
"592","Founders Breakfast Stout","Sierra Nevada Celebration Ale",0.192474713606764
"593","Founders Breakfast Stout","Stone Ruination IPA",0.176698180308026
"594","Founders Breakfast Stout","Arrogant Bastard Ale",0.179369288456376
"595","Founders Breakfast Stout","Two Hearted Ale",0.227306534567724
"596","Founders Breakfast Stout","Stone IPA (India Pale Ale)",0.195545949368731
"597","Founders Breakfast Stout","Sierra Nevada Pale Ale",0.0743000141871543
"598","Founders Breakfast Stout","La Fin Du Monde",0.18038837689482
"599","Founders Breakfast Stout","Pale Ale",0.0752231814198282
"600","Founders Breakfast Stout","Duvel",0.110813737689278
"601","Founders Breakfast Stout","Sierra Nevada Bigfoot Barleywine Style Ale",0.154910351070576
"602","Founders Breakfast Stout","Pliny The Elder",0.248176125420509
"603","Founders Breakfast Stout","60 Minute IPA",0.20050726065859
"604","Founders Breakfast Stout","Brooklyn Black Chocolate Stout",0.178865209936164
"605","Founders Breakfast Stout","Storm King Stout",0.190110305987358
"606","Founders Breakfast Stout","Samuel Adams Boston Lager",0.159693603246616
"607","Founders Breakfast Stout","Bell's Hopslam Ale",0.180300390252636
"608","Founders Breakfast Stout","Stone Imperial Russian Stout",0.275702779976697
"609","Founders Breakfast Stout","Chocolate Stout",0.189677179737725
"610","Founders Breakfast Stout","Imperial Stout",0.162701186478959
"611","Founders Breakfast Stout","HopDevil Ale",0.161868810376773
"612","Founders Breakfast Stout","Dead Guy Ale",0.168634837589852
"613","Founders Breakfast Stout","St. Bernardus Abt 12",0.173607712643248
"614","Founders Breakfast Stout","Trappistes Rochefort 10",0.144765486614172
"615","Founders Breakfast Stout","Young's Double Chocolate Stout",0.138195221955639
"616","Founders Breakfast Stout","Ayinger Celebrator Doppelbock",0.112447154983428
"617","Founders Breakfast Stout","Samuel Smith's Oatmeal Stout",0.0817662181237126
"618","Founders Breakfast Stout","Chimay Grande Réserve (Blue)",0.0659101980111734
"619","Founders Breakfast Stout","Sierra Nevada Torpedo Extra IPA",0.135951015248366
"620","Founders Breakfast Stout","Guinness Draught",-0.013696248464249
"621","Founders Breakfast Stout","Weihenstephaner Hefeweissbier",0.152701149652303
"622","Founders Breakfast Stout","Racer 5 India Pale Ale",0.17250381873523
"623","Founders Breakfast Stout","Orval Trappist Ale",0.069084184800986
"624","Founders Breakfast Stout","Tröegs Nugget Nectar",0.202222434572264
"625","Founders Breakfast Stout","Hop Rod Rye",0.223283686382959
"626","Founders Breakfast Stout","Founders KBS (Kentucky Breakfast Stout)",0.350557368234935
"627","Founders Breakfast Stout","Schneider Aventinus",0.0949458285868412
"628","Founders Breakfast Stout","Samuel Adams Octoberfest",0.105531730772644
"629","Founders Breakfast Stout","Hennepin (Farmhouse Saison)",0.0803534583014668
"630","Founders Breakfast Stout","Prima Pils",0.185626580413166
"631","Founders Breakfast Stout","Punkin Ale",0.197069543797323
"632","Founders Breakfast Stout","Double Bastard Ale",0.136342701048206
"633","Founders Breakfast Stout","Samuel Adams Winter Lager",0.104959688180937
"634","Founders Breakfast Stout","Hop Wallop",0.179395796558307
"635","Founders Breakfast Stout","Oatmeal Stout",0.0954138522254701
"636","Founders Breakfast Stout","Anchor Steam Beer",0.153399837886569
"637","Founders Breakfast Stout","120 Minute IPA",0.107794398893636
"638","Sierra Nevada Bigfoot Barleywine Style Ale","90 Minute IPA",0.170546257806917
"639","Sierra Nevada Bigfoot Barleywine Style Ale","India Pale Ale",0.083272531581833
"640","Sierra Nevada Bigfoot Barleywine Style Ale","Old Rasputin Russian Imperial Stout",0.259238911200695
"641","Sierra Nevada Bigfoot Barleywine Style Ale","Sierra Nevada Celebration Ale",0.34636815167722
"642","Sierra Nevada Bigfoot Barleywine Style Ale","Stone Ruination IPA",0.260262854158906
"643","Sierra Nevada Bigfoot Barleywine Style Ale","Arrogant Bastard Ale",0.31437283352747
"644","Sierra Nevada Bigfoot Barleywine Style Ale","Two Hearted Ale",0.195614975960296
"645","Sierra Nevada Bigfoot Barleywine Style Ale","Stone IPA (India Pale Ale)",0.199992300844282
"646","Sierra Nevada Bigfoot Barleywine Style Ale","Sierra Nevada Pale Ale",0.26449782112405
"647","Sierra Nevada Bigfoot Barleywine Style Ale","La Fin Du Monde",0.174597239127113
"648","Sierra Nevada Bigfoot Barleywine Style Ale","Pale Ale",0.111380367941445
"649","Sierra Nevada Bigfoot Barleywine Style Ale","Duvel",0.188073138944406
"650","Sierra Nevada Bigfoot Barleywine Style Ale","Founders Breakfast Stout",0.154910351070576
"651","Sierra Nevada Bigfoot Barleywine Style Ale","Pliny The Elder",0.158265258669084
"652","Sierra Nevada Bigfoot Barleywine Style Ale","60 Minute IPA",0.169898454100658
"653","Sierra Nevada Bigfoot Barleywine Style Ale","Brooklyn Black Chocolate Stout",0.212501167938604
"654","Sierra Nevada Bigfoot Barleywine Style Ale","Storm King Stout",0.238100765293697
"655","Sierra Nevada Bigfoot Barleywine Style Ale","Samuel Adams Boston Lager",0.223766736979751
"656","Sierra Nevada Bigfoot Barleywine Style Ale","Bell's Hopslam Ale",0.114734215420755
"657","Sierra Nevada Bigfoot Barleywine Style Ale","Stone Imperial Russian Stout",0.219097816873024
"658","Sierra Nevada Bigfoot Barleywine Style Ale","Chocolate Stout",0.203377269868895
"659","Sierra Nevada Bigfoot Barleywine Style Ale","Imperial Stout",0.221334691962345
"660","Sierra Nevada Bigfoot Barleywine Style Ale","HopDevil Ale",0.242870804058571
"661","Sierra Nevada Bigfoot Barleywine Style Ale","Dead Guy Ale",0.175666504286043
"662","Sierra Nevada Bigfoot Barleywine Style Ale","St. Bernardus Abt 12",0.168276922662172
"663","Sierra Nevada Bigfoot Barleywine Style Ale","Trappistes Rochefort 10",0.210944451504638
"664","Sierra Nevada Bigfoot Barleywine Style Ale","Young's Double Chocolate Stout",0.100123319748623
"665","Sierra Nevada Bigfoot Barleywine Style Ale","Ayinger Celebrator Doppelbock",0.154882411507923
"666","Sierra Nevada Bigfoot Barleywine Style Ale","Samuel Smith's Oatmeal Stout",0.14502264593187
"667","Sierra Nevada Bigfoot Barleywine Style Ale","Chimay Grande Réserve (Blue)",0.138625668153177
"668","Sierra Nevada Bigfoot Barleywine Style Ale","Sierra Nevada Torpedo Extra IPA",0.276519958135803
"669","Sierra Nevada Bigfoot Barleywine Style Ale","Guinness Draught",0.0508171292694152
"670","Sierra Nevada Bigfoot Barleywine Style Ale","Weihenstephaner Hefeweissbier",0.171839688944313
"671","Sierra Nevada Bigfoot Barleywine Style Ale","Racer 5 India Pale Ale",0.233742201664549
"672","Sierra Nevada Bigfoot Barleywine Style Ale","Orval Trappist Ale",0.101547395947662
"673","Sierra Nevada Bigfoot Barleywine Style Ale","Tröegs Nugget Nectar",0.184569087574798
"674","Sierra Nevada Bigfoot Barleywine Style Ale","Hop Rod Rye",0.301505564374375
"675","Sierra Nevada Bigfoot Barleywine Style Ale","Founders KBS (Kentucky Breakfast Stout)",0.115493706308137
"676","Sierra Nevada Bigfoot Barleywine Style Ale","Schneider Aventinus",0.117613904514872
"677","Sierra Nevada Bigfoot Barleywine Style Ale","Samuel Adams Octoberfest",0.0673825381934669
"678","Sierra Nevada Bigfoot Barleywine Style Ale","Hennepin (Farmhouse Saison)",0.213512802827208
"679","Sierra Nevada Bigfoot Barleywine Style Ale","Prima Pils",0.220118039721574
"680","Sierra Nevada Bigfoot Barleywine Style Ale","Punkin Ale",0.156870361888891
"681","Sierra Nevada Bigfoot Barleywine Style Ale","Double Bastard Ale",0.222677490585991
"682","Sierra Nevada Bigfoot Barleywine Style Ale","Samuel Adams Winter Lager",0.247855390200263
"683","Sierra Nevada Bigfoot Barleywine Style Ale","Hop Wallop",0.255370089147169
"684","Sierra Nevada Bigfoot Barleywine Style Ale","Oatmeal Stout",0.122576299812759
"685","Sierra Nevada Bigfoot Barleywine Style Ale","Anchor Steam Beer",0.162845276500537
"686","Sierra Nevada Bigfoot Barleywine Style Ale","120 Minute IPA",0.161600494034418
"687","Pliny The Elder","90 Minute IPA",0.174064922631494
"688","Pliny The Elder","India Pale Ale",0.0855357152351643
"689","Pliny The Elder","Old Rasputin Russian Imperial Stout",0.20869141167153
"690","Pliny The Elder","Sierra Nevada Celebration Ale",0.233020720096799
"691","Pliny The Elder","Stone Ruination IPA",0.19515211571874
"692","Pliny The Elder","Arrogant Bastard Ale",0.223091879582049
"693","Pliny The Elder","Two Hearted Ale",0.193157889749217
"694","Pliny The Elder","Stone IPA (India Pale Ale)",0.17380491815201
"695","Pliny The Elder","Sierra Nevada Pale Ale",0.213925593445286
"696","Pliny The Elder","La Fin Du Monde",0.214172292445113
"697","Pliny The Elder","Pale Ale",0.131259864499832
"698","Pliny The Elder","Duvel",0.169739994230614
"699","Pliny The Elder","Founders Breakfast Stout",0.248176125420509
"700","Pliny The Elder","Sierra Nevada Bigfoot Barleywine Style Ale",0.158265258669084
"701","Pliny The Elder","60 Minute IPA",0.12469789989826
"702","Pliny The Elder","Brooklyn Black Chocolate Stout",0.0745003325451959
"703","Pliny The Elder","Storm King Stout",0.077487285099224
"704","Pliny The Elder","Samuel Adams Boston Lager",0.100985933368198
"705","Pliny The Elder","Bell's Hopslam Ale",0.20853737408145
"706","Pliny The Elder","Stone Imperial Russian Stout",0.213298638231831
"707","Pliny The Elder","Chocolate Stout",0.150016947878212
"708","Pliny The Elder","Imperial Stout",0.171913946728605
"709","Pliny The Elder","HopDevil Ale",0.159495156346653
"710","Pliny The Elder","Dead Guy Ale",0.100745302289025
"711","Pliny The Elder","St. Bernardus Abt 12",0.15238098388629
"712","Pliny The Elder","Trappistes Rochefort 10",0.113749257510955
"713","Pliny The Elder","Young's Double Chocolate Stout",0.0959221496381183
"714","Pliny The Elder","Ayinger Celebrator Doppelbock",0.123169954007401
"715","Pliny The Elder","Samuel Smith's Oatmeal Stout",0.131386087783199
"716","Pliny The Elder","Chimay Grande Réserve (Blue)",0.142379050712691
"717","Pliny The Elder","Sierra Nevada Torpedo Extra IPA",0.202972854370678
"718","Pliny The Elder","Guinness Draught",-0.0845479403553036
"719","Pliny The Elder","Weihenstephaner Hefeweissbier",0.160735087295137
"720","Pliny The Elder","Racer 5 India Pale Ale",0.189977950542316
"721","Pliny The Elder","Orval Trappist Ale",0.0387881910558976
"722","Pliny The Elder","Tröegs Nugget Nectar",0.199650408803827
"723","Pliny The Elder","Hop Rod Rye",0.176062420815952
"724","Pliny The Elder","Founders KBS (Kentucky Breakfast Stout)",0.264172002827644
"725","Pliny The Elder","Schneider Aventinus",0.169443506261081
"726","Pliny The Elder","Samuel Adams Octoberfest",0.117487875087975
"727","Pliny The Elder","Hennepin (Farmhouse Saison)",0.179148736944902
"728","Pliny The Elder","Prima Pils",0.183939615355121
"729","Pliny The Elder","Punkin Ale",0.205486813707396
"730","Pliny The Elder","Double Bastard Ale",0.234879410200442
"731","Pliny The Elder","Samuel Adams Winter Lager",0.0330774978607305
"732","Pliny The Elder","Hop Wallop",0.178428776598402
"733","Pliny The Elder","Oatmeal Stout",-0.0236514726234887
"734","Pliny The Elder","Anchor Steam Beer",0.148593705672415
"735","Pliny The Elder","120 Minute IPA",0.108728967838789
"736","60 Minute IPA","90 Minute IPA",0.28235968885167
"737","60 Minute IPA","India Pale Ale",0.0702838548244325
"738","60 Minute IPA","Old Rasputin Russian Imperial Stout",0.0995838176088406
"739","60 Minute IPA","Sierra Nevada Celebration Ale",0.215117999519232
"740","60 Minute IPA","Stone Ruination IPA",0.18726453668771
"741","60 Minute IPA","Arrogant Bastard Ale",0.209784363608727
"742","60 Minute IPA","Two Hearted Ale",0.174878621515621
"743","60 Minute IPA","Stone IPA (India Pale Ale)",0.26718724658065
"744","60 Minute IPA","Sierra Nevada Pale Ale",0.251581002788112
"745","60 Minute IPA","La Fin Du Monde",0.110276181671288
"746","60 Minute IPA","Pale Ale",0.091538438460225
"747","60 Minute IPA","Duvel",0.101643547869252
"748","60 Minute IPA","Founders Breakfast Stout",0.20050726065859
"749","60 Minute IPA","Sierra Nevada Bigfoot Barleywine Style Ale",0.169898454100658
"750","60 Minute IPA","Pliny The Elder",0.12469789989826
"751","60 Minute IPA","Brooklyn Black Chocolate Stout",0.127942433146312
"752","60 Minute IPA","Storm King Stout",0.207832302015118
"753","60 Minute IPA","Samuel Adams Boston Lager",0.203683956123019
"754","60 Minute IPA","Bell's Hopslam Ale",0.105904667767165
"755","60 Minute IPA","Stone Imperial Russian Stout",0.152166266451982
"756","60 Minute IPA","Chocolate Stout",0.128789095038413
"757","60 Minute IPA","Imperial Stout",0.183162478523438
"758","60 Minute IPA","HopDevil Ale",0.18969527866116
"759","60 Minute IPA","Dead Guy Ale",0.157419806454323
"760","60 Minute IPA","St. Bernardus Abt 12",0.140173017964472
"761","60 Minute IPA","Trappistes Rochefort 10",0.146163206311015
"762","60 Minute IPA","Young's Double Chocolate Stout",0.10739650544093
"763","60 Minute IPA","Ayinger Celebrator Doppelbock",0.150522592284814
"764","60 Minute IPA","Samuel Smith's Oatmeal Stout",0.136227539128714
"765","60 Minute IPA","Chimay Grande Réserve (Blue)",0.114616542253695
"766","60 Minute IPA","Sierra Nevada Torpedo Extra IPA",0.194229034742608
"767","60 Minute IPA","Guinness Draught",0.117136958451199
"768","60 Minute IPA","Weihenstephaner Hefeweissbier",0.127205929223828
"769","60 Minute IPA","Racer 5 India Pale Ale",0.129594548298032
"770","60 Minute IPA","Orval Trappist Ale",0.111357703635
"771","60 Minute IPA","Tröegs Nugget Nectar",0.197603881251609
"772","60 Minute IPA","Hop Rod Rye",0.164211478814165
"773","60 Minute IPA","Founders KBS (Kentucky Breakfast Stout)",0.104176509834935
"774","60 Minute IPA","Schneider Aventinus",0.136527609258108
"775","60 Minute IPA","Samuel Adams Octoberfest",0.0902276753107698
"776","60 Minute IPA","Hennepin (Farmhouse Saison)",0.194826950137398
"777","60 Minute IPA","Prima Pils",0.18158675446783
"778","60 Minute IPA","Punkin Ale",0.239952916190646
"779","60 Minute IPA","Double Bastard Ale",0.17348281010476
"780","60 Minute IPA","Samuel Adams Winter Lager",0.161112433536375
"781","60 Minute IPA","Hop Wallop",0.221716662291418
"782","60 Minute IPA","Oatmeal Stout",0.154287081510652
